label,Comments
1,Awuuu Gogo ngaze ngajabula kuva livi lakho matfupha ukhuluma singisi 
1,"Umona phansi,  umsebenzi wakho uyazenzela mfetu"
1,Ngiyakuthanda shemu gogo ngihleka ngakasho Lutho
0,Yehhen gogo mdu
1,"Uyati wena gogo uyangcabula,Uphume liwonkhe kulomsebenti.Uphetse ligolide hayi lisiliva. Viva"
1,"nkulunkulu akuphamise gog , umsebenti muhle , sitsandza nesitayela senu "
1,Uyashaya1 gogo
1,"chubekani nemsebenti lomuhle , siyawutzandza"
1,chubeka uchakaze gogoâ€¦siyakutsandza nkulunkulu akubusise 
1,Kwakuhle maswati akitsi phambili ngebuhle betfu beketela kutolunga kusasa
0,litsini ligama lengoma 
1,Kuhle kwetfu
1,a muhle kakhulu bhayiskobhu walitsi 
0,Kudla kwakho kuphelile mnaketfu
1,Isifundo esihle kodwa Pho udayise ngomzimba wakho ngenxa yemali  .muhle umsebenzi wenu.
0,Hhawu lomntwana
1,Mmmm inobuhlungu lebhayiskobhu yati iyangikhalisa 
1,"kuhle, sitfombe sihle siyakhanys "
1,siyabonga kuhle..siyacela lokunye 
0,...Yini? Kudla kwakho kushiphe kulele Mzomba
1,Cha angive ngisitsandza siSwati sakitsi. Sifuna lokunye. Ngiyetsemba kancane kancane sitawu finyelela kulelo zinga. Chubekani  futsi igcamekahle.
1,ephisodi lenhle ice
0,Kukhona yini lowati letingoma lebatidlalako 
1,kuhle shemu ..sidzinga lokunye lokunje
1,Cha loku kusebenta sibili  mntfwana babe chubeka Ntfombi yaketfu
1,wawu nisebente kahle niyafundzisa
1,Wawu asitfutfukeni Maswati kancane kancane
1,Siyabonga maswati muhle umsebenti....
-1,Shaya gogo Slwane vele akeva
-1,Gogo kantsi kutawudliwani masowenta kanje
-1,Gogo angisayitsandzi lentfo yakho yekulwisana na Slwane njalo
0,Gogo uyaphanda Slwane 
-1,Gogo awunakuthula yati
0,Musa ukubuya ebsuku Nkulunkulu wami 
0,.....udibane nami edolobheni!
0,Yebonine slwane ujabulela kuphatsa likhaya
-1,Awuyeke ku bhiyoza ye silwane
0,nasavela luwonkhe  
1,gogo uhamba embili  
-1,Slwane uchaphata loGogo
0,ngiyancusa kulukhuni kulelive nebakitsi
1,hay ngyanivuma
0,Gogo akapakishele Slwanecha inkinga ngatsi kute longahlala ngephandle kwalomunye emkhatsisini wabo
0,Nkulunkulu wam!!!
0,kodwa Silwane . Gogo nansi induku phansi kwakho
0,gujwa imigodi awusahambi Yhini Gogo
1,Mmm gogo ngizwelana nawe hawu usuyajika futhi 
0,Gogo nasatsi kunalikhaya nali
-1,Slwane utawuhlanyisa gogo mani
0,Awu Silwane akeva uhlupha logogo. Ungahambi gogo yenabakitsi
-1,Hawu gogo kanu njani 
1,Lentfo yenteka sonkhe sikhatsi iyasfundzisa nina niyathanda kutsatsa tinfto kabi lokushiwo ngugogo la uyabonisa kutsi labanye etibhedlela baphatsana kabuhlungu kanjani. kuba ngolohlekisanako akusho kutsi konke kutohlekisa okunye kuba sifundvo
-1,Gcunsula
1,Gwaaaaaaaa ushiswa yin umncane
-1,Walidlisa licembhu ugogo nkosyami 
1,wuuu cha gogo uyahlekisana shem ushe ushe ini umncane kangaka
0,Hau logogo uyamhlebela kuyefana nje ...
0,Uyabona gogo awunaso isifuba mina ngeke ngize esibhedlela sakho  utshelwa 9/9 la uthi ushile gogo ushiswe yin  batshele salukazi sami bangena eminyango engasiyo bayifaka emakhaleni baya user wena gogo ingakho wena ungathandi belahleke Gqunsula one side olanda wama sti one side akunabhazi izoncengwa ku gogo  keep it up salukazi sika mkhulu
-1,Yey gogo akugagulwa kugula kwabantu kuphakathi kwanesi dokotela nesiguli uyaboshwa nawutawuhamba ukhuluma ngekugula kwabantu uyekhulukuthu kwezimnyama izisele 
0,Gogo uyaklina or usudokotela??
-1,Gogo utasenta singasayi etibhedlela natochubeka nje
0,Gogo vele ungu ngumphatsi wesbhedlela
1,Hehehe bacoshe wena gogo
0,laba nguletisebenti leticabanga kutsi bodokotela
1,"Gogo akanamfihlo, ngaze ngahleka "
-1,kujoyina boSmolisi bekungumcondvo lomubi.
-1,Gogo yenabonina utawuboshwa bhibi tindzaba tebantfu
-1,Gogo maye ute sfuba (imfihlo)!!! 
1,ngabe upheka nini gogo wa Smolisi. Ngaze ngahleka 
1, aaaahhhhhhh.... ......niyangibusisa
1, niyathandwa njalo Emnambithi
1,Uyayshaya Smolisi lana
1,Maye uyangichaza gogo uyayi indzaba
1,Awsuka mani Gogo
1,hlezi nimoyitela. Nihamba embili
0,Yayiva indzaba manje seyiyashintja
0,Uzamile bongiswa
-1,Gogo akathuli bo
0,Nkosiyami nehlulwa ngu gogo nje 
1,Niyangenzela mani
1,"Watibamba Gogo,  ngiyasitsandza. Kuhle ebonine "
1,yebo Gogo
1,"Ngiyatitsandzela lakuwe gogo ngihamba nawe, uyangbusisa xem kikikiekie"
1,Nkosyami uyayivindzaba.Ewu kodwva smolisi na gogoyou hlezi ningijabula mbamba 
1,"Wadla gogo ka Simolisi   , anisho namsaphi Gedlembane kodwa bafowethu"
0,Nkosi yami niyayiva indzaba
1,"Batsatse magogo!!!!, nibanhle, nigezile batukulu bagogo "
1,Shaya gogo
1,Nkosiyami yayiva indaba dlala magogo 
0,                     Kodwa ngifisa kubona mkhulu nganasalukat sakhe
0,Hhay Gogo manuyayvindzaba
1,Kodvwa gogo yebonine ngyakutsandza uyeva
0,Ahh ekse 
1,Haaaaa gogo uyabashaya
0,Uyayivindzaba 
1,Ave nginitsandza uyati nginitsandza nyani nyani
0,Yayiva indzaba
1,Hahaha ubulala emaphela gogo
1,Dlala gogo 
1,"Ngaze ngahleka. Lendela gogo atsamba ngayo nasajayiva , ungamphika masekahamba atotoba kutsi solo nguye "
1,Yoooo gogo bakithi!!!
1,Hhayi bafethu nayenta intfo yenu  nagogo usembili
1,Slwane ngicela letembhatfo 
0,"Yesilwane ngifuna letrack suit mtukulu,uyeva kambe"
-1,Haaawwuu magriiiza udansa kanje 
1, gogo gogo ngathi usugidela maskandi manje  uyayishaya wena gogo ababoni yini abo simolizi kuthi ugogo sekakhulile bangathi ushaya inyoka  ningadlali ngesalukazi sam  we luv you guys keep it up we luv u at GP Germiston
1,Gogo washa babonise
1,Yehhenini bakithi kumnadzi gogo nakajayiva nebafana  
1,"lelizinga, Siyabonga Gogo,Smolisi naSlwane"
1,Nkhosi yami uyayivindzaba ayi gogo uyangichaza kodwa yeyi
-1,Ucaphata gogo wena slwane
-1,Silwane utovusela gogo emagulo
-1,Yelelele swlane
-1, cha uyamhlukubeta logogo
-1,Aphi lamakhethini slwane shemu kepha
-1,Kodvwa silwane wehlule gogo akasenamuti .... gogo wamushonisaphi smolisi 
-1,Uyeyisa lo Slwane
-1,awu slwane gogo sengumfati wakho sewutsi uhamba angakasho
-1,Hhayi Hhayi kwenele mcoshe utokubulala 
-1,Hawu waze wakhohlakala Silwane<br>Mtshele gogo makaye kubo kakhe
0,Bhadala  Silwane
0, Yabani lendlu?
0,Khokha imali slwane sengaze kulandvwe amaphoyisa 
0,waze watfolakala slwane bhadala
0,Natiya!! Bhadala Slwane
0,Khokha Slwane 
-1, gogo ucosha umtukulu
1,Kodvwa ngihlekiselwani sengitolala  
0,Akakhokhe slwane kumbe kutohluteka lengcodvo
1,Aw bhiyoza mbhiyozi.
1, tsatsa slwane
0,libhandelasilwane
-1,Abakujube wena Slwane awuva
-1,uyahlanya silwane
0,akalibhebetele bantfwana njeee
0,hawu washintsha nagogo
0, landza ikhekhe lakho swane plz
-1,Sigebengu slwane 
-1,awu gogo kantsi unjani
-1,Uyabo silwane usigebengu
-1,"Akasalidli ngani lelikhekhe, chubeka gogo , ufuna kujuba slwane lamakhanya"
-1,"Slwane ubamgela gogo inhloko maani, nsukutonkhe uhlupha gogo"
0,Landza likhekhe slwane 
0, uphele kukufundekela manje yeSlwane
1,"Ngicela inombolo yagogo naslwane bete ngala eSouth Africa kunyenti lengikufundzako kubo, nitongicolela Siswati akusiyo intfo yami ngiyatama kusibhala"
0,Ufuna kungijuba lomake loya
1,"ngiyalitsandza lolulwimi jesu ngubani kepha longangifundzisa lona kahle,gogo na slwane bakhuluma siswati mbhambha mine ngingumzulu cha kepha nesiswati ngiyasitsandza jesu weee."
-1, naMakhanya uyaganga
0,Gogo wena futhi
1,futsi cha nine
1,Niyangichaza kodwa bafwethu
1,Ngugogo mbamba ke loUvuna umtukulu
-1,Hhayi bo slwane yekela kugubha logogo landza likhekhe lakho kula Makhanya
1,niyayi shaya
1, cha nikhona. Nahlale nilakha lisuku lami. 
0,UngaGujwa 
0,UNGAGUJWA LOWOmgodzi
0,Siswati
-1,"Wooobo leSiswati setfu , lesiligcabho letfu  yegogo sibhuca inkhulumo kangaka"
0,Kodwa gogo sebesebente kangaka
0,"Liphepha libhalwe kahle litsi ""Ungagujwa lowo mgodzi Hembe""  "
0,Ingahlatshwa inkomo ngingakafiki
-1,Ungagujwa lomgodzi Hembe
1,kodwa Jesuuu sitholwa yini silive  yabona nine niyalenta lusuku lube mnandzi
-1,wushiyeni kanjalo nihambe
-1,Sebasebente kangaka gogo nkosiyami 
-1,Bebegu! Kwasho inkhukhu idla emasimba
1,Klikliklikliklikliklikliklikli hahahahahahah asewume nawe Hembe kubhaliwe vele wena Hembe ungagutjwa
-1,Awu lulwimi  lweSiSwati  bakitsi
0,mbhonya ke Gogo.
0, Kuyafana into eyodvwa
0,Ake upheke ligusha gogo lijujwe ngusilwane
1,Niyasibusisa bafwethu
0,Ngcwangcwanana namkhulu anyonyoba nagogo 
1,Kusetawuba munandzi kunali likhaya 
-1,thula jeremiah awu kodvwa jesu
0,YeNkulunkulu wami
-1,Uhlolani Jelemiya ngoba gogo uhlola boslwane 
0,Themba
0,kuhamba njani ngemonto kumfundisi
1,"gogo siwutsandza umsebenti wenu niyasihlekisa, gogo yena uvele ente kube mnandzi kakhulu"
-1,uhlolani yebabe ubekeni vele lapha wena
-1, naka lote kuye hhayi lokunye
-1,Thula jeremiah
-1,Uneskhwele mkhulu wetfu lomusha bhasobha Gogozi
-1,Hawu gogo...salukati lesiganga kangaka
-1,Hay nani Jeremiya  
1,Ngingu mkhulu wenu ..Siyakutsandza  jeremiah
0,Uhlolani vele?
1,Gogo bakushiye emehlo ekubuka.  Slwane awutiva nekutsi ufuna kutsini. Hembe sitake sime kunayi mvula.Niyayisula inkomishi nelusoso layo nine shem ngiyabonga ngani
0,  ngumkhulu wenu loma batukulu bami ngicela nimhlonipha 
-1,"jeremiah nawe solomoni, sewaliwe cha gogo"
